"agency_code","collection_id","collection_date","surv_year","species_display_name","sex_type","trap_acronym","trap_problem_bit","num_trap","trap_nights","num_count","site_code","agency_id","county","collection_longitude","collection_latitude","spatial_feature","multiple_features"
"AGENCY",1923948,2016-10-03,2016,"Cx erythrothorax","female","CO2",FALSE,1,1,1,886,1,"County 1",-121.338510150498,38.8678373790445,"Zone C",FALSE
"AGENCY",1936947,2016-10-28,2016,"An freeborni","female","GRVD",FALSE,1,7,7,124114,1,"County 1",-121.239702711769,38.7281920623281,"Zone B",FALSE
"AGENCY",1922340,2016-10-01,2016,"Cs incidens","female","CO2",FALSE,1,1,2,233126,1,"County 1",-121.178123488031,38.7890542584158,"Zone A",FALSE
"AGENCY",1937014,2016-10-28,2016,"Cs incidens","male","GRVD",FALSE,1,7,1,136114,1,"County 1",-121.290076326037,38.8291713730012,"Zone C",FALSE
"AGENCY",1929185,2016-10-08,2016,"Ae dorsalis","female","CO2",FALSE,1,1,33,850,1,"County 1",-121.218921070188,38.7993025992688,"Zone A",FALSE
"AGENCY",1927746,2016-10-08,2016,"Cs incidens","female","NJLT",FALSE,1,7,1,251114,1,"County 1",-121.263434002242,38.7839750517305,"Zone B",FALSE
"AGENCY",1936866,2016-10-28,2016,"Ae melanimon","female","NJLT",FALSE,1,6,27,260126,1,"County 1",-121.271718795592,38.8441944178083,"Zone C",FALSE
"AGENCY",1926402,2016-10-08,2016,"Cx pipiens","female","CO2",FALSE,1,1,14,221145,1,"County 1",-121.175572187748,38.795670208537,"Zone A",FALSE
"AGENCY",1926396,2016-10-08,2016,"Cx tarsalis","female","CO2",FALSE,1,1,2,231114,1,"County 1",-121.18671937482,38.7076216434776,"Zone B",FALSE
"AGENCY",1928976,2016-10-09,2016,"Cx pipiens","male","GRVD",FALSE,1,7,1,221114,1,"County 1",-121.285425431143,38.8316831663345,"Zone C",FALSE
"AGENCY",1926745,2016-10-02,2016,"Cx tarsalis","female","GRVD",FALSE,1,6,1,232114,1,"County 1",-121.292847467792,38.6945421189618,"Zone B",FALSE
"AGENCY",1929272,2016-10-11,2016,"Cx pipiens","female","CO2",FALSE,1,1,109,241117,1,"County 1",-121.309870641091,38.8575384585718,"Zone C",FALSE
"AGENCY",1934140,2016-10-21,2016,"Cs inornata","female","GRVD",FALSE,1,6,1,145114,1,"County 1",-121.177546015357,38.7409557829128,"Zone A",FALSE
"AGENCY",1936821,2016-10-28,2016,"Cx pipiens","female","GRVD",FALSE,1,6,5,253114,1,"County 1",-121.135332845155,38.767934857674,"Zone A",FALSE
"AGENCY",1929262,2016-10-11,2016,"An freeborni","male","GRVD",FALSE,1,1,1,270116,1,"County 1",-121.288605833952,38.7631029342288,"Zone B",FALSE
"AGENCY",1929286,2016-10-11,2016,"Cx tarsalis","male","GRVD",FALSE,1,1,1,254120,1,"County 1",-121.142168553675,38.79977720254,"Zone A",FALSE
"AGENCY",1936725,2016-10-28,2016,"An freeborni","male","GRVD",FALSE,1,5,1,213114,1,"County 1",-121.101159876557,38.76110299619,"Zone A",FALSE
"AGENCY",1925217,2016-10-04,2016,"Cs inornata","male","GRVD",FALSE,1,1,1,260116,1,"County 1",-121.071857916534,38.7573198503989,"Zone A",FALSE
"AGENCY",1926371,2016-10-08,2016,"Cx stigmatosoma","female","CO2",FALSE,1,1,1,211134,1,"County 1",-121.250408465063,38.6888299763675,"Zone B",FALSE
"AGENCY",1927025,2016-10-07,2016,"Cs inornata","female","NJLT",FALSE,1,7,6,155114,1,"County 1",-121.244424845594,38.8475739182959,"Zone C",FALSE
"AGENCY",1929169,2016-10-08,2016,"Cs inornata","female","CO2",FALSE,1,1,1,852,1,"County 1",-121.186092792666,38.7722100824354,"Zone A",FALSE
"AGENCY",1922512,2016-10-01,2016,"Cx tarsalis","male","GRVD",FALSE,1,1,1,114121,1,"County 1",-121.078827403251,38.7757878756039,"Zone A",FALSE
"AGENCY",1931595,2016-10-16,2016,"Cx tarsalis","female","CO2",FALSE,1,1,2,862,1,"County 1",-121.288807796017,38.7821715684848,"Zone B",FALSE
"AGENCY",1941989,2016-11-12,2016,"Cs incidens","female","GRVD",FALSE,1,8,2,225114,1,"County 1",-121.209018722918,38.7967031307132,"Zone A",FALSE
"AGENCY",1943236,2016-11-18,2016,"Cx pipiens","female","GRVD",FALSE,1,6,2,253114,1,"County 1",-121.109250965156,38.7529507715779,"Zone A",FALSE
"AGENCY",1941934,2016-11-12,2016,"Cx pipiens","female","GRVD",FALSE,1,8,20,204115,1,"County 1",-121.321194813179,38.8632487576078,"Zone C",FALSE
"AGENCY",1939842,2016-11-04,2016,"Cs inornata","female","NJLT",FALSE,1,7,4,253114,1,"County 1",-121.114471417129,38.7811496386176,"Zone A",FALSE
"AGENCY",1939882,2016-11-04,2016,"Cs incidens","female","GRVD",FALSE,1,7,1,213114,1,"County 1",-121.244477273715,38.8164577503213,"Zone C",FALSE
"AGENCY",1941994,2016-11-12,2016,"An freeborni","female","GRVD",FALSE,1,8,1,242114,1,"County 1",-121.341898881152,38.7389628418875,"Zone B",FALSE
"AGENCY",1943229,2016-11-18,2016,"Cx pipiens","male","GRVD",FALSE,1,6,3,253115,1,"County 1",-121.103423232459,38.7560722127311,"Zone A",FALSE
"AGENCY",1941597,2016-11-12,2016,"An freeborni","male","NJLT",FALSE,1,8,1,135114,1,"County 1",-121.277544951306,38.7162011042734,"Zone B",FALSE
"AGENCY",1941764,2016-11-12,2016,"Cs inornata","male","NJLT",FALSE,1,7,19,145114,1,"County 1",-121.309310530641,38.7940867993805,"Zone B",FALSE
"AGENCY",1943101,2016-11-18,2016,"Cx pipiens","female","LCKR",FALSE,1,6,2,204115,1,"County 1",-121.23180076581,38.737902170481,"Zone B",FALSE
"AGENCY",1939968,2016-11-04,2016,"Cx pipiens","female","LCKR",FALSE,1,7,25,222114,1,"County 1",-121.27869870216,38.8152134803169,"Zone C",FALSE
"AGENCY",1940031,2016-11-05,2016,"Cx pipiens","male","GRVD",FALSE,1,8,1,145114,1,"County 1",-121.30388216661,38.8084343665451,"Zone C",FALSE
"AGENCY",1941917,2016-11-12,2016,"An freeborni","female","LCKR",FALSE,1,8,2,201133,1,"County 1",-121.108577853272,38.7937888573522,"Zone A",FALSE
"AGENCY",1939944,2016-11-04,2016,"Cx tarsalis","male","GRVD",FALSE,1,7,2,201133,1,"County 1",-121.094543813395,38.7887552743827,"Zone A",FALSE
"AGENCY",1941831,2016-11-12,2016,"Cx pipiens","female","LCKR",FALSE,1,8,8,144114,1,"County 1",-121.184559231205,38.7702968624263,"Zone A",FALSE
"AGENCY",1939668,2016-11-04,2016,"Cx pipiens","male","NJLT",FALSE,1,7,11,260126,1,"County 1",-121.143098006149,38.8151224942842,"Zone A",FALSE
"AGENCY",1941941,2016-11-12,2016,"Cs incidens","female","GRVD",FALSE,1,8,4,136114,1,"County 1",-121.30767068167,38.8113860950491,"Zone C",FALSE
"AGENCY",1939969,2016-11-04,2016,"Cx tarsalis","male","NJLT",FALSE,1,7,1,232114,1,"County 1",-121.177702705716,38.835569583517,"Zone C",FALSE
"AGENCY",1943060,2016-11-18,2016,"Cx stigmatosoma","female","NJLT",FALSE,1,6,1,233114,1,"County 1",-121.241148132561,38.8613011651974,"Zone C",FALSE
"AGENCY",1942006,2016-11-12,2016,"Cs incidens","female","GRVD",FALSE,1,8,5,253115,1,"County 1",-121.201946359061,38.6925780225987,"Zone B",FALSE
"AGENCY",1939668,2016-11-04,2016,"Cx pipiens","female","NJLT",FALSE,1,7,6,260126,1,"County 1",-121.05937723142,38.7371093392254,"Zone A",FALSE
"AGENCY",1940015,2016-11-04,2016,"Cx pipiens","female","NJLT",FALSE,1,7,263,241118,1,"County 1",-121.285664335087,38.7123746200211,"Zone B",FALSE
"AGENCY",1941832,2016-11-12,2016,"Ae melanimon","female","LCKR",FALSE,1,8,2,136114,1,"County 1",-121.158837631271,38.8021303864541,"Zone A",FALSE
"AGENCY",1940031,2016-11-05,2016,"Cx tarsalis","male","GRVD",FALSE,1,8,6,145114,1,"County 1",-121.114825692054,38.74932854291,"Zone A",FALSE
"AGENCY",1941916,2016-11-12,2016,"Cx pipiens","female","LCKR",FALSE,1,8,1,213114,1,"County 1",-121.194349896949,38.711018799493,"Zone B",FALSE
"AGENCY",1941942,2016-11-12,2016,"Cx pipiens","male","GRVD",FALSE,1,8,1,124114,1,"County 1",-121.288341745819,38.8395902721955,"Zone C",FALSE
"AGENCY",1943130,2016-11-18,2016,"Cs inornata","female","NJLT",FALSE,1,6,4,232114,1,"County 1",-121.309323797958,38.7829045295576,"Zone B",FALSE
"AGENCY",1940033,2016-11-05,2016,"Cx tarsalis","female","NJLT",FALSE,1,8,8,145114,1,"County 1",-121.298142950989,38.8557210403316,"Zone C",FALSE
"AGENCY",1943192,2016-11-18,2016,"Cx pipiens","female","GRVD",FALSE,1,6,58,232114,1,"County 1",-121.262176469337,38.7586393609927,"Zone B",FALSE
"AGENCY",1943146,2016-11-18,2016,"Cx pipiens","male","GRVD",FALSE,1,6,4,135114,1,"County 1",-121.272753390831,38.8591362040103,"Zone C",FALSE
"AGENCY",1939871,2016-11-04,2016,"Cx tarsalis","male","NJLT",FALSE,1,7,4,253115,1,"County 1",-121.228161350084,38.6965699821519,"Zone B",FALSE
"AGENCY",1941986,2016-11-12,2016,"Cx pipiens","female","GRVD",FALSE,1,8,1,135114,1,"County 1",-121.307362872969,38.7309598608375,"Zone B",FALSE
"AGENCY",1939969,2016-11-04,2016,"An freeborni","male","NJLT",FALSE,1,7,1,232114,1,"County 1",-121.229404053453,38.7145219346923,"Zone B",FALSE
"AGENCY",1941993,2016-11-12,2016,"Cx pipiens","male","GRVD",FALSE,1,8,4,260126,1,"County 1",-121.157382676178,38.8151028826607,"Zone A",FALSE
"AGENCY",1939668,2016-11-04,2016,"Ae melanimon","male","NJLT",FALSE,1,7,2,260126,1,"County 1",-121.16085174305,38.8118144603576,"Zone A",FALSE
"AGENCY",1939862,2016-11-04,2016,"Cs inornata","female","NJLT",FALSE,1,7,2,251114,1,"County 1",-121.32607691763,38.7858148821452,"Zone B",FALSE
"AGENCY",1943142,2016-11-18,2016,"Cs incidens","female","GRVD",FALSE,1,6,2,222114,1,"County 1",-121.172727991506,38.794603292758,"Zone A",FALSE
"AGENCY",1939669,2016-11-04,2016,"Cs inornata","female","LCKR",FALSE,1,7,2,242114,1,"County 1",-121.118473452588,38.7806556051805,"Zone A",FALSE
"AGENCY",1943056,2016-11-18,2016,"Cs inornata","female","NJLT",FALSE,1,6,4,251114,1,"County 1",-121.330685311542,38.7187820414332,"Zone B",FALSE
"AGENCY",1943229,2016-11-18,2016,"Cx pipiens","male","GRVD",FALSE,1,6,3,253115,1,"County 1",-121.103423232459,38.7560722127311,"Zone A",FALSE
"AGENCY",1939882,2016-11-04,2016,"Cs incidens","female","GRVD",FALSE,1,7,1,213114,1,"County 1",-121.244477273715,38.8164577503213,"Zone C",FALSE
"AGENCY",1939829,2016-11-04,2016,"Cx pipiens","female","GRVD",FALSE,1,7,8,253115,1,"County 1",-121.214214637091,38.7963702895744,"Zone A",FALSE
"AGENCY",1941984,2016-11-12,2016,"Cx tarsalis","male","GRVD",FALSE,1,7,8,145114,1,"County 1",-121.22386359176,38.7007820347901,"Zone B",FALSE
"AGENCY",1943208,2016-11-18,2016,"Cx pipiens","female","NJLT",FALSE,1,6,9,253114,1,"County 1",-121.199901304582,38.7397413775226,"Zone B",FALSE
"AGENCY",1939663,2016-11-04,2016,"Cx pipiens","male","GRVD",FALSE,1,7,24,241118,1,"County 1",-121.205236907367,38.7137943589822,"Zone B",FALSE
"AGENCY",1941989,2016-11-12,2016,"Cx tarsalis","male","GRVD",FALSE,1,8,1,225114,1,"County 1",-121.239676193023,38.7856997321636,"Zone A",FALSE
"AGENCY",1941994,2016-11-12,2016,"Cs inornata","female","GRVD",FALSE,1,8,1,242114,1,"County 1",-121.131129886911,38.7865580820913,"Zone A",FALSE
"AGENCY",1943115,2016-11-18,2016,"Cs inornata","female","NJLT",FALSE,1,6,9,252114,1,"County 1",-121.299198905529,38.7509257930395,"Zone B",FALSE
"AGENCY",1939676,2016-11-04,2016,"Cx tarsalis","male","GRVD",FALSE,1,7,3,260126,1,"County 1",-121.128687072078,38.7233204344082,"Zone A",FALSE
"AGENCY",1941758,2016-11-12,2016,"Cs inornata","female","NJLT",FALSE,1,8,15,155114,1,"County 1",-121.292989702658,38.7541222879883,"Zone B",FALSE
"AGENCY",1947969,2016-12-16,2016,"An freeborni","female","NJLT",FALSE,1,7,1,135114,1,"County 1",-121.128527546853,38.7884545548437,"Zone A",FALSE
"AGENCY",1944886,2016-12-03,2016,"Cx tarsalis","male","NJLT",FALSE,1,15,25,155114,1,"County 1",-121.059234474132,38.732046582079,"Zone A",FALSE
"AGENCY",1947860,2016-12-16,2016,"Cs incidens","female","LCKR",FALSE,1,7,6,144114,1,"County 1",-121.16306263959,38.7369346044995,"Zone A",FALSE
"AGENCY",1945896,2016-12-09,2016,"Cx pipiens","female","GRVD",FALSE,1,6,7,136114,1,"County 1",-121.151533686855,38.7963609271629,"Zone A",FALSE
"AGENCY",1947970,2016-12-16,2016,"Cx tarsalis","female","NJLT",FALSE,1,7,1,251114,1,"County 1",-121.312492727652,38.7763998772624,"Zone B",FALSE
"AGENCY",1947963,2016-12-16,2016,"Cs inornata","female","NJLT",FALSE,1,7,7,241118,1,"County 1",-121.252941055315,38.7952533295289,"Zone A",FALSE
"AGENCY",1945064,2016-12-03,2016,"Cx tarsalis","male","GRVD",FALSE,1,15,1,135114,1,"County 1",-121.183744532319,38.7724633232619,"Zone A",FALSE
"AGENCY",1944993,2016-12-03,2016,"Cx pipiens","male","GRVD",FALSE,1,15,8,204115,1,"County 1",-121.099742169553,38.7258777540473,"Zone A",FALSE
"AGENCY",1944858,2016-12-03,2016,"Ae vexans","female","NJLT",FALSE,1,15,1,165114,1,"County 1",-121.14692752959,38.8327609505418,"Zone C",FALSE
"AGENCY",1951293,2016-12-31,2016,"Cx pipiens","female","NJLT",FALSE,1,15,1,253114,1,"County 1",-121.306826438182,38.8113584155839,"Zone C",FALSE
"AGENCY",1945921,2016-12-09,2016,"Cx pipiens","female","NJLT",FALSE,1,6,3,145114,1,"County 1",-121.207439434054,38.8031106598799,"Zone A",FALSE
"AGENCY",1944916,2016-12-03,2016,"Cs incidens","female","LCKR",FALSE,1,15,4,201133,1,"County 1",-121.101081673005,38.7938162080674,"Zone A",FALSE
"AGENCY",1945020,2016-12-03,2016,"Cx pipiens","female","GRVD",FALSE,1,15,18,222114,1,"County 1",-121.162591056524,38.8024534376789,"Zone A",FALSE
"AGENCY",1945059,2016-12-03,2016,"Cx tarsalis","male","NJLT",FALSE,1,15,10,241118,1,"County 1",-121.307761276301,38.7068191242785,"Zone B",FALSE
"AGENCY",1945890,2016-12-09,2016,"Cx pipiens","female","NJLT",FALSE,1,6,3,232114,1,"County 1",-121.185442374362,38.8086900477936,"Zone A",FALSE
"AGENCY",1945896,2016-12-09,2016,"Cx pipiens","female","GRVD",FALSE,1,6,7,136114,1,"County 1",-121.151533686855,38.7963609271629,"Zone A",FALSE
"AGENCY",1945896,2016-12-09,2016,"An freeborni","female","GRVD",FALSE,1,6,6,136114,1,"County 1",-121.229309002021,38.82243685143,"Zone C",FALSE
"AGENCY",1951288,2016-12-30,2016,"Cs inornata","male","GRVD",FALSE,1,14,1,145114,1,"County 1",-121.06163041143,38.7270836824164,"Zone A",FALSE
"AGENCY",1951305,2016-12-31,2016,"Cx pipiens","female","GRVD",FALSE,1,15,1,225114,1,"County 1",-121.254266280741,38.7888115925988,"Zone B",FALSE
"AGENCY",1944886,2016-12-03,2016,"Ae melanimon","female","NJLT",FALSE,1,15,10,155114,1,"County 1",-121.32995352356,38.7992460605346,"Zone B",FALSE
"AGENCY",1945921,2016-12-09,2016,"Cs inornata","male","NJLT",FALSE,1,6,55,145114,1,"County 1",-121.295732718551,38.7001597576514,"Zone B",FALSE
"AGENCY",1945896,2016-12-09,2016,"Cx tarsalis","female","GRVD",FALSE,1,6,1,136114,1,"County 1",-121.20902878776,38.7889332470254,"Zone A",FALSE
"AGENCY",1947967,2016-12-16,2016,"Cs incidens","female","GRVD",FALSE,1,7,2,221114,1,"County 1",-121.218964876915,38.7089679928372,"Zone B",FALSE
"AGENCY",1945074,2016-12-03,2016,"Cx pipiens","female","LCKR",FALSE,1,15,4,251114,1,"County 1",-121.230358451438,38.7905125794715,"Zone A",FALSE
"AGENCY",1945044,2016-12-03,2016,"Cx pipiens","female","GRVD",FALSE,1,15,1,251114,1,"County 1",-121.288795817379,38.7213693479468,"Zone B",FALSE
"AGENCY",1944930,2016-12-03,2016,"Cs inornata","female","LCKR",FALSE,1,15,3,124114,1,"County 1",-121.191908536511,38.7903741574537,"Zone A",FALSE
"AGENCY",1945901,2016-12-09,2016,"Cs inornata","female","LCKR",FALSE,1,6,2,124114,1,"County 1",-121.350942746705,38.7609333730537,"Zone B",FALSE
"AGENCY",1945901,2016-12-09,2016,"Cx pipiens","female","LCKR",FALSE,1,6,1,124114,1,"County 1",-121.270363579751,38.8638597716142,"Zone C",FALSE
"AGENCY",1945067,2016-12-03,2016,"An freeborni","female","GRVD",FALSE,1,15,3,124114,1,"County 1",-121.175088945117,38.8037497169233,"Zone A",FALSE
"AGENCY",1945022,2016-12-03,2016,"Cx tarsalis","male","GRVD",FALSE,1,15,1,212114,1,"County 1",-121.317371770983,38.8294159218795,"Zone C",FALSE
"AGENCY",1947861,2016-12-16,2016,"Cs inornata","female","GRVD",FALSE,1,7,1,225114,1,"County 1",-121.342527320591,38.7708025369734,"Zone B",FALSE
"AGENCY",1947970,2016-12-16,2016,"Cx pipiens","female","NJLT",FALSE,1,7,1,251114,1,"County 1",-121.225884123902,38.7589397450362,"Zone B",FALSE
"AGENCY",1945006,2016-12-03,2016,"Cx tarsalis","female","NJLT",FALSE,1,15,2,253115,1,"County 1",-121.292063044129,38.7036435396156,"Zone B",FALSE
"AGENCY",1944905,2016-12-03,2016,"An freeborni","female","GRVD",FALSE,1,8,1,225114,1,"County 1",-121.224186909111,38.8524886298884,"Zone C",FALSE
"AGENCY",1951292,2016-12-30,2016,"Cs inornata","male","NJLT",FALSE,1,14,11,155114,1,"County 1",-121.096159954334,38.7274566025343,"Zone A",FALSE
"AGENCY",1944930,2016-12-03,2016,"Cs inornata","female","LCKR",FALSE,1,15,3,124114,1,"County 1",-121.191908536511,38.7903741574537,"Zone A",FALSE
"AGENCY",1947963,2016-12-16,2016,"Cs inornata","male","NJLT",FALSE,1,7,2,241118,1,"County 1",-121.231292816884,38.8350479481541,"Zone C",FALSE
"AGENCY",1951343,2016-12-30,2016,"An freeborni","female","GRVD",FALSE,1,14,1,213114,1,"County 1",-121.196845567477,38.7713331814966,"Zone A",FALSE
"AGENCY",1947859,2016-12-16,2016,"Cx pipiens","female","GRVD",FALSE,1,7,4,242114,1,"County 1",-121.115625905458,38.8015644510357,"Zone A",FALSE
"AGENCY",1945935,2016-12-09,2016,"Cx pipiens","female","NJLT",FALSE,1,6,1,251114,1,"County 1",-121.320855664208,38.8564094059364,"Zone C",FALSE
"AGENCY",1944858,2016-12-03,2016,"Ae vexans","female","NJLT",FALSE,1,15,1,165114,1,"County 1",-121.14692752959,38.8327609505418,"Zone C",FALSE
"AGENCY",1945936,2016-12-09,2016,"Cs particeps","female","NJLT",FALSE,1,6,1,260126,1,"County 1",-121.283514513383,38.8529271556375,"Zone C",FALSE
"AGENCY",1951342,2016-12-31,2016,"Cs inornata","male","NJLT",FALSE,1,15,5,260126,1,"County 1",-121.221102135903,38.7668690846514,"Zone B",FALSE
"AGENCY",1945019,2016-12-03,2016,"Cs inornata","female","GRVD",FALSE,1,15,2,221114,1,"County 1",-121.273934553956,38.8347319328452,"Zone C",FALSE
"AGENCY",1947855,2016-12-16,2016,"Cx tarsalis","male","LCKR",FALSE,1,7,1,136114,1,"County 1",-121.102187793522,38.7437912010958,"Zone A",FALSE
"AGENCY",1945891,2016-12-09,2016,"Cs inornata","female","LCKR",FALSE,1,6,6,251114,1,"County 1",-121.27671122857,38.7583789112854,"Zone B",FALSE
"AGENCY",1945074,2016-12-03,2016,"Ae melanimon","female","LCKR",FALSE,1,15,4,251114,1,"County 1",-121.103321541782,38.8028783012311,"Zone A",FALSE
"AGENCY",1951300,2016-12-31,2016,"Cs inornata","male","NJLT",FALSE,1,15,4,233114,1,"County 1",-121.257303449225,38.7911769183934,"Zone B",FALSE
"AGENCY",1951289,2016-12-30,2016,"Cx pipiens","female","GRVD",FALSE,1,14,4,124114,1,"County 1",-121.249187798837,38.807935415119,"Zone C",FALSE
"AGENCY",1951315,2016-12-31,2016,"An freeborni","female","GRVD",FALSE,1,15,2,241118,1,"County 1",-121.29815436913,38.7733395387681,"Zone B",FALSE
"AGENCY",1954358,2017-01-21,2017,"Cx pipiens","female","NJLT",FALSE,1,8,1,241118,1,"County 1",-121.214788408996,38.7727283073384,"Zone A",FALSE
"AGENCY",1956171,2017-01-27,2017,"An freeborni","female","GRVD",FALSE,1,6,1,136114,1,"County 1",-121.109830725079,38.78201733938,"Zone A",FALSE
"AGENCY",1952491,2017-01-13,2017,"Cs inornata","male","GRVD",FALSE,1,7,1,135114,1,"County 1",-121.119554597364,38.7288111888605,"Zone A",FALSE
"AGENCY",1952499,2017-01-13,2017,"An freeborni","female","GRVD",FALSE,1,7,1,136114,1,"County 1",-121.254111497509,38.8498368871322,"Zone C",FALSE
"AGENCY",1954361,2017-01-21,2017,"Cs inornata","male","NJLT",FALSE,1,8,2,260126,1,"County 1",-121.201235699479,38.6792105638863,"Zone B",FALSE
"AGENCY",1956211,2017-01-27,2017,"Cx pipiens","female","NJLT",FALSE,1,6,1,232114,1,"County 1",-121.272137960777,38.7567525197036,"Zone B",FALSE
"AGENCY",1956252,2017-01-27,2017,"Cx tarsalis","female","GRVD",FALSE,1,6,1,253115,1,"County 1",-121.202073626971,38.699948085747,"Zone B",FALSE
"AGENCY",1954372,2017-01-21,2017,"Cs inornata","male","NJLT",FALSE,1,8,2,155114,1,"County 1",-121.223323950737,38.7966302528446,"Zone A",FALSE
"AGENCY",1952119,2017-01-06,2017,"Cx pipiens","female","GRVD",FALSE,1,7,2,135114,1,"County 1",-121.291129089856,38.7953063649585,"Zone B",FALSE
"AGENCY",1952078,2017-01-06,2017,"Cs incidens","female","GRVD",FALSE,1,7,1,204114,1,"County 1",-121.236803386359,38.7741805706759,"Zone B",FALSE
"AGENCY",1954376,2017-01-21,2017,"Cx tarsalis","female","LCKR",FALSE,1,8,2,136114,1,"County 1",-121.158434367765,38.8274749029205,"Zone C",FALSE
"AGENCY",1952095,2017-01-06,2017,"Cx tarsalis","female","LCKR",FALSE,1,7,3,136114,1,"County 1",-121.295644293308,38.8200500145548,"Zone C",FALSE
"AGENCY",1952096,2017-01-06,2017,"Cs inornata","female","LCKR",FALSE,1,7,1,144114,1,"County 1",-121.18351217183,38.7438059083799,"Zone A",FALSE
"AGENCY",1952516,2017-01-13,2017,"Cs inornata","female","NJLT",FALSE,1,7,4,165114,1,"County 1",-121.246046099249,38.7391418642398,"Zone B",FALSE
"AGENCY",1952532,2017-01-13,2017,"Cs incidens","male","LCKR",FALSE,1,7,1,204115,1,"County 1",-121.239473853586,38.7779661096627,"Zone B",FALSE
"AGENCY",1952149,2017-01-06,2017,"Cx pipiens","male","GRVD",FALSE,1,7,1,222114,1,"County 1",-121.198599131075,38.8041998557612,"Zone A",FALSE
"AGENCY",1956188,2017-01-27,2017,"An freeborni","female","LCKR",FALSE,1,6,2,212114,1,"County 1",-121.139145188846,38.7797237645741,"Zone A",FALSE
"AGENCY",1952103,2017-01-06,2017,"Cs inornata","female","NJLT",FALSE,1,7,13,135114,1,"County 1",-121.24922684958,38.6830075316015,"Zone B",FALSE
"AGENCY",1954361,2017-01-21,2017,"Cx pipiens","female","NJLT",FALSE,1,8,4,260126,1,"County 1",-121.284397701591,38.8712283638517,"Zone C",FALSE
"AGENCY",1954361,2017-01-21,2017,"Cx stigmatosoma","female","NJLT",FALSE,1,8,1,260126,1,"County 1",-121.311756489853,38.7749379782557,"Zone B",FALSE
"AGENCY",1952491,2017-01-13,2017,"Cs inornata","female","GRVD",FALSE,1,7,2,135114,1,"County 1",-121.19008486181,38.7576154640565,"Zone A",FALSE
"AGENCY",1954371,2017-01-21,2017,"Cs inornata","male","NJLT",FALSE,1,8,40,135114,1,"County 1",-121.200251693306,38.8223637791178,"Zone C",FALSE
"AGENCY",1952512,2017-01-13,2017,"Cs incidens","male","NJLT",FALSE,1,7,1,232114,1,"County 1",-121.279561694765,38.7663136933694,"Zone B",FALSE
"AGENCY",1954383,2017-01-21,2017,"Cs incidens","female","GRVD",FALSE,1,8,1,144114,1,"County 1",-121.234971367173,38.8524268924995,"Zone C",FALSE
"AGENCY",1954397,2017-01-21,2017,"Cs incidens","female","GRVD",FALSE,1,8,1,204115,1,"County 1",-121.232356849475,38.7143766555003,"Zone B",FALSE
"AGENCY",1952493,2017-01-13,2017,"Cs inornata","male","LCKR",FALSE,1,7,2,155114,1,"County 1",-121.333708607695,38.7393490088061,"Zone B",FALSE
"AGENCY",1952499,2017-01-13,2017,"Cx pipiens","male","GRVD",FALSE,1,7,1,136114,1,"County 1",-121.293641711131,38.796167480228,"Zone B",FALSE
"AGENCY",1952167,2017-01-06,2017,"Cs inornata","female","NJLT",FALSE,1,6,3,241118,1,"County 1",-121.221869287036,38.8442622459169,"Zone C",FALSE
"AGENCY",1954358,2017-01-21,2017,"Cx pipiens","female","NJLT",FALSE,1,8,1,241118,1,"County 1",-121.214788408996,38.7727283073384,"Zone A",FALSE
"AGENCY",1956344,2017-01-27,2017,"An freeborni","female","NJLT",FALSE,1,6,1,241118,1,"County 1",-121.070986236673,38.7634505006654,"Zone A",FALSE
"AGENCY",1952055,2017-01-06,2017,"Cx pipiens","female","LCKR",FALSE,1,7,1,204115,1,"County 1",-121.235572440783,38.8604754958205,"Zone C",FALSE
"AGENCY",1954361,2017-01-21,2017,"Cs inornata","male","NJLT",FALSE,1,8,2,260126,1,"County 1",-121.201235699479,38.6792105638863,"Zone B",FALSE
"AGENCY",1952050,2017-01-06,2017,"Cx tarsalis","female","NJLT",FALSE,1,6,1,253114,1,"County 1",-121.321097100583,38.8449789182191,"Zone C",FALSE
"AGENCY",1956170,2017-01-27,2017,"Cx pipiens","female","GRVD",FALSE,1,6,1,222114,1,"County 1",-121.218225721319,38.6990689557248,"Zone B",FALSE
"AGENCY",1956175,2017-01-27,2017,"Cx pipiens","female","GRVD",FALSE,1,6,1,144114,1,"County 1",-121.14958445991,38.7965854675949,"Zone A",FALSE
"AGENCY",1956181,2017-01-28,2017,"Cx tarsalis","female","LCKR",FALSE,1,7,1,221114,1,"County 1",-121.119426159227,38.8043368649932,"Zone A",FALSE
"AGENCY",1956252,2017-01-27,2017,"Cx tarsalis","female","GRVD",FALSE,1,6,1,253115,1,"County 1",-121.202073626971,38.699948085747,"Zone B",FALSE
"AGENCY",1952509,2017-01-13,2017,"Cs inornata","female","NJLT",FALSE,1,7,10,155114,1,"County 1",-121.279640458207,38.6995492256726,"Zone B",FALSE
"AGENCY",1952495,2017-01-13,2017,"Cx tarsalis","female","LCKR",FALSE,1,7,1,136114,1,"County 1",-121.259925454551,38.8611969709779,"Zone C",FALSE
"AGENCY",1952080,2017-01-06,2017,"Cs incidens","female","GRVD",FALSE,1,7,1,201133,1,"County 1",-121.11103068432,38.7694391161822,"Zone A",FALSE
"AGENCY",1956344,2017-01-27,2017,"Cx pipiens","female","NJLT",FALSE,1,6,15,241118,1,"County 1",-121.144879294109,38.7936623971414,"Zone A",FALSE
