"","agency_code","id","surv_year","collection_date","site_code","species_display_name","sex_type","trap_acronym","num_count","test_target_acronym","test_method_name","test_status_name","agency_id","pool_longitude","pool_latitude"
"647","AGENCY",557308,2016,2016-05-03,124955,"Cx pipiens","female","GRVD",33,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.103018438522,38.7615997725465
"648","AGENCY",594332,2016,2016-05-29,242960,"Cx pipiens","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.205253057311,38.7392299900666
"649","AGENCY",598630,2016,2016-06-11,233042,"Cx pipiens","female","GRVD",30,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.283906748239,38.8702009344661
"650","AGENCY",600788,2016,2016-06-18,231963,"Cx pipiens","female","CO2",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.210350820874,38.8167509717187
"651","AGENCY",631630,2016,2016-08-14,201965,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.142312273873,38.7378125753928
"652","AGENCY",642540,2016,2016-09-03,48,"Cx tarsalis","female","CO2",22,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.2608936187,38.7671339665309
"653","AGENCY",616315,2016,2016-07-19,134967,"Cx tarsalis","female","CO2",39,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.263723569431,38.8494310641645
"654","AGENCY",617507,2016,2016-07-23,242992,"Cx pipiens","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.215435174936,38.7553196160861
"655","AGENCY",636182,2016,2016-08-23,235953,"Cx pipiens","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.121995777554,38.7209746746462
"656","AGENCY",647095,2016,2016-09-17,222016,"Cx tarsalis","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.315544906251,38.7488629006511
"657","AGENCY",652141,2016,2016-10-01,232960,"Cx tarsalis","female","CO2",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.305777001526,38.812244776559
"658","AGENCY",641754,2016,2016-09-04,201957,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.162238920519,38.786735445989
"659","AGENCY",592316,2016,2016-05-15,233053,"Cx pipiens","female","GRVD",6,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.171270172442,38.7002675273055
"660","AGENCY",607181,2016,2016-07-03,113952,"Cx pipiens","female","GRVD",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.219665427331,38.8566134419604
"661","AGENCY",646026,2016,2016-09-13,134963,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.314979629526,38.773738953222
"662","AGENCY",633185,2016,2016-08-16,135960,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.220222028819,38.8555221706744
"663","AGENCY",594190,2016,2016-05-29,144967,"Cx tarsalis","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.240593293114,38.7856342613514
"664","AGENCY",635911,2016,2016-06-26,163,"Cx pipiens","female","GRVD",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.14919267108,38.8323063064775
"665","AGENCY",605837,2016,2016-06-28,214956,"Cx pipiens","female","GRVD",51,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.247220386143,38.8367166944693
"666","AGENCY",640007,2016,2016-08-30,244977,"Cx tarsalis","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.260916256543,38.7156321663729
"667","AGENCY",614305,2016,2016-07-16,144961,"Cx pipiens","female","BGSENT",22,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.233907735719,38.6928187549566
"668","AGENCY",630419,2016,2016-08-13,231952,"Cx tarsalis","female","BGSENT",6,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.196327057343,38.8496179566379
"669","AGENCY",600053,2016,2016-06-14,235953,"Cx pipiens","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.27325635842,38.8171983680698
"670","AGENCY",631621,2016,2016-08-14,202993,"Cx tarsalis","female","CO2",20,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.063525414974,38.7368116125006
"671","AGENCY",633197,2016,2016-08-16,134956,"Cx pipiens","female","GRVD",10,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.32294456434,38.8493943706545
"672","AGENCY",590777,2016,2016-05-07,145957,"Cx tarsalis","female","CO2",5,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.281695299559,38.8060502474089
"673","AGENCY",635707,2016,2016-08-12,23,"Cx tarsalis","female","CO2",100,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.186915376509,38.6693181711031
"674","AGENCY",625054,2016,2016-08-06,114959,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.210896721021,38.7199677688846
"675","AGENCY",603092,2016,2016-06-21,231980,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.123079268332,38.8025013156522
"676","AGENCY",639114,2016,2016-08-26,18,"Cx pipiens","female","CO2",26,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.136010234488,38.7783280629136
"677","AGENCY",651457,2016,2016-09-27,213964,"Cx tarsalis","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.222478898186,38.7846168403234
"678","AGENCY",593507,2016,2016-05-23,270958,"Cx tarsalis","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.274358861791,38.8240642462898
"679","AGENCY",618728,2016,2016-07-08,26,"Cx pipiens","female","CO2",32,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.163185376044,38.7275816392981
"680","AGENCY",600048,2016,2016-06-14,253962,"Cx tarsalis","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.263534993077,38.7413611203798
"681","AGENCY",652602,2016,2016-09-30,175,"Cx tarsalis","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.215297851441,38.757205473384
"682","AGENCY",642586,2016,2016-09-03,20,"Cx pipiens","female","CO2",93,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.17832131913,38.7200793479373
"683","AGENCY",592381,2016,2016-05-15,231952,"Cx tarsalis","female","CO2",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.143193253845,38.7929327188129
"684","AGENCY",618703,2016,2016-07-01,166,"Cx pipiens","female","GRVD",24,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.136032484061,38.7377670512547
"685","AGENCY",653100,2016,2016-10-04,135961,"Cx tarsalis","female","CO2",8,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.291516944506,38.7143079632235
"686","AGENCY",614487,2016,2016-07-16,115953,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.120767836431,38.7888084745869
"687","AGENCY",645981,2016,2016-09-09,48,"Cx pipiens","female","CO2",75,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.281592793386,38.8445178828003
"688","AGENCY",642535,2016,2016-09-03,174,"Cx pipiens","female","GRVD",27,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.089019965126,38.7511226790998
"689","AGENCY",591856,2016,2016-05-14,222985,"Cx pipiens","female","GRVD",10,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.318245134059,38.7966557525001
"690","AGENCY",595546,2016,2016-06-04,171,"Cx pipiens","female","BGSENT",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.145004446082,38.7237158523777
"691","AGENCY",609208,2016,2016-07-09,113952,"Cx tarsalis","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.295884725288,38.7680717916187
"692","AGENCY",633222,2016,2016-08-16,134967,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.15339241291,38.8276258417688
"693","AGENCY",633306,2016,2016-08-16,241956,"Cx pipiens","female","BGSENT",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.260625646414,38.7684978909089
"694","AGENCY",598499,2016,2016-06-11,145953,"Cx pipiens","female","GRVD",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.330139411088,38.8493063039958
"695","AGENCY",624524,2016,2016-08-06,144967,"Cx pipiens","female","GRVD",15,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.258105880652,38.8304133699925
"696","AGENCY",623341,2016,2016-07-29,40,"Cx pipiens","female","CO2",23,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.112323361458,38.7566568432768
"697","AGENCY",623427,2016,2016-08-02,204002,"Cx pipiens","female","GRVD",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.16517661847,38.785969451964
"698","AGENCY",648272,2016,2016-09-20,231990,"Cx pipiens","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.175642499966,38.7573623169204
"699","AGENCY",595841,2016,2016-06-04,212968,"Cx tarsalis","female","CO2",7,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.143515258628,38.8122447985489
"700","AGENCY",639851,2016,2016-08-30,134967,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.256671872943,38.7878032442402
"701","AGENCY",642552,2016,2016-09-03,22,"Cx tarsalis","female","CO2",83,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.128993837312,38.7656667462075
"702","AGENCY",617470,2016,2016-07-23,222957,"Cx tarsalis","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.108581774528,38.7638111770708
"703","AGENCY",603370,2016,2016-06-21,213997,"Cx tarsalis","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.213372879881,38.6848453813807
"704","AGENCY",618904,2016,2016-07-22,24,"Cx tarsalis","female","CO2",100,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.124554033901,38.7993369197379
"705","AGENCY",634092,2016,2016-08-20,232974,"Cx tarsalis","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.117561983881,38.7830939843627
"706","AGENCY",639881,2016,2016-08-30,253967,"Cx tarsalis","female","CO2",17,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.103528940864,38.7600026327698
"707","AGENCY",643329,2016,2016-09-06,244977,"Cx tarsalis","female","CO2",11,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.259771522457,38.8251709739452
"708","AGENCY",619918,2016,2016-07-26,242977,"Cx pipiens","female","GRVD",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.213490905764,38.7510341856005
"709","AGENCY",598083,2016,2016-06-11,222013,"Cx tarsalis","female","CO2",10,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.306159948553,38.7814386573925
"710","AGENCY",614303,2016,2016-07-16,144961,"Cx tarsalis","female","BGSENT",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.298085320116,38.8598831977609
"711","AGENCY",633363,2016,2016-08-16,270958,"Cx pipiens","female","CO2",32,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.229867630358,38.7409880798249
"712","AGENCY",648435,2016,2016-09-18,179,"Cx pipiens","female","GRVD",38,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.066463484968,38.7352059996169
"713","AGENCY",600102,2016,2016-06-14,213997,"Cx pipiens","female","CO2",5,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.329816566084,38.864039880956
"714","AGENCY",609047,2016,2016-07-09,144969,"Cx tarsalis","female","CO2",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.230553269582,38.7675981674985
"715","AGENCY",631632,2016,2016-08-14,201965,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.294192963703,38.7519252440553
"716","AGENCY",604177,2016,2016-06-25,232990,"Cx pipiens","female","GRVD",22,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.346939948863,38.7468223094088
"717","AGENCY",606723,2016,2016-07-02,233972,"Cx tarsalis","female","BGSENT",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.215202715702,38.7847677827095
"718","AGENCY",636486,2016,2016-08-23,234970,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.234059303528,38.6907712110449
"719","AGENCY",595833,2016,2016-06-04,211984,"Cx tarsalis","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.160285510836,38.8000553991896
"720","AGENCY",590784,2016,2016-05-07,144964,"Cx pipiens","female","GRVD",39,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.189387708319,38.8419741554843
"721","AGENCY",633173,2016,2016-08-16,124967,"Cx tarsalis","female","CO2",8,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.250781025245,38.8059510339623
"722","AGENCY",635664,2016,2016-08-12,172,"Cx pipiens","female","GRVD",31,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.123338356224,38.750879488555
"723","AGENCY",643960,2016,2016-09-10,144967,"Cx tarsalis","female","CO2",28,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.13621201334,38.7824532177398
"724","AGENCY",643319,2016,2016-09-06,254958,"Cx pipiens","female","CO2",11,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.316445085557,38.8136714158345
"725","AGENCY",653111,2016,2016-10-04,242977,"Cx pipiens","female","GRVD",4,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.08356129008,38.732197667316
"726","AGENCY",591877,2016,2016-05-14,221961,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.268028074953,38.7832883979773
"727","AGENCY",641538,2016,2016-09-04,145957,"Cx tarsalis","female","CO2",44,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.29393347303,38.7341974040426
"728","AGENCY",594838,2016,2016-05-31,231990,"Cx pipiens","female","CO2",2,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.141488499131,38.7664156590021
"729","AGENCY",648420,2016,2016-09-16,21,"Cx tarsalis","female","CO2",49,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.300503240273,38.824784170715
"730","AGENCY",649498,2016,2016-09-24,142959,"Cx pipiens","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.162702568564,38.7362336075314
"731","AGENCY",645918,2016,2016-09-09,175,"Cx pipiens","female","GRVD",16,"WNV","Reverse Transcription Polymerase Chain Reaction","Confirmed",1,-121.058603458302,38.7331554266291
"732","AGENCY",614544,2016,2016-07-16,222012,"Cx pipiens","female","GRVD",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.263050269794,38.7878637159573
"733","AGENCY",609028,2016,2016-07-09,232952,"Cx tarsalis","female","CO2",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.336792406513,38.7736283042509
"734","AGENCY",595585,2016,2016-06-04,222957,"Cx tarsalis","female","CO2",4,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.179651411293,38.6718327271049
"735","AGENCY",641688,2016,2016-09-04,231963,"Cx tarsalis","female","CO2",19,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.177582097563,38.7745449962209
"736","AGENCY",624291,2016,2016-08-06,212960,"Cx pipiens","female","CO2",4,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.300061228754,38.8645274954458
"737","AGENCY",617548,2016,2016-07-23,212968,"Cx pipiens","female","GRVD",23,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.330617507805,38.8570378045609
"738","AGENCY",623503,2016,2016-08-02,123958,"Cx tarsalis","female","GRVD",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.127561419104,38.7728657790454
"739","AGENCY",593538,2016,2016-05-23,223963,"Cx tarsalis","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.309205457732,38.8173650042695
"740","AGENCY",634519,2016,2016-08-20,221961,"Cx pipiens","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.301106311731,38.7389023527222
"741","AGENCY",557321,2016,2016-05-03,142959,"Cx pipiens","female","CO2",6,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.094887282326,38.7238481061248
"742","AGENCY",598336,2016,2016-06-11,242960,"Cx pipiens","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.298592451824,38.8053671378461
"743","AGENCY",598346,2016,2016-06-11,103957,"Cx pipiens","female","CO2",7,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.315331531351,38.7099415508113
"744","AGENCY",648422,2016,2016-09-16,25,"Cx pipiens","female","CO2",22,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.149280738094,38.7646965780929
"745","AGENCY",593041,2016,2016-05-21,232960,"Cx pipiens","female","CO2",16,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.113470853852,38.7929095502947
"746","AGENCY",597558,2016,2016-06-07,174,"Cx pipiens","female","BGSENT",4,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.129616182791,38.7213952504653
"747","AGENCY",630134,2016,2016-08-13,144964,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.283708789969,38.8535189445932
"748","AGENCY",646171,2016,2016-09-13,252967,"Cx tarsalis","female","CO2",34,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.241467311355,38.7182262082859
"749","AGENCY",621434,2016,2016-07-30,223014,"Cx pipiens","female","GRVD",3,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.181361828715,38.8112759041922
"750","AGENCY",646050,2016,2016-09-13,124967,"Cx pipiens","female","GRVD",5,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.177197789723,38.8410438414646
"751","AGENCY",628507,2016,2016-08-09,254958,"Cx tarsalis","female","CO2",11,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.240808182727,38.8512317740784
"752","AGENCY",646120,2016,2016-09-13,232966,"Cx pipiens","female","CO2",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.303176420551,38.8253341416038
"753","AGENCY",630462,2016,2016-08-13,115953,"Cx tarsalis","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.256997521193,38.8260739091857
"754","AGENCY",637859,2016,2016-08-27,211972,"Cx pipiens","female","GRVD",1,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.109316950808,38.7778792586247
"755","AGENCY",591800,2016,2016-05-14,232960,"Cx pipiens","female","CO2",18,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.199019900247,38.8293713816213
"756","AGENCY",633342,2016,2016-08-16,252967,"Cx pipiens","female","GRVD",1,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.292911014547,38.8397080331728
"757","AGENCY",610856,2016,2016-07-12,213997,"Cx pipiens","female","GRVD",30,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.134741607359,38.7959736574804
"758","AGENCY",617624,2016,2016-07-23,114955,"Cx tarsalis","female","BGSENT",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.299914156069,38.8189069310576
"759","AGENCY",637921,2016,2016-08-27,113952,"Cx pipiens","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.250772740896,38.8656845927296
"760","AGENCY",593104,2016,2016-05-21,154,"Cx tarsalis","female","BGSENT",2,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.314125839382,38.78583715299
"761","AGENCY",652138,2016,2016-10-01,232952,"Cx tarsalis","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.267807211322,38.8053639353456
"762","AGENCY",594891,2016,2016-05-31,165,"Cx pipiens","female","BGSENT",4,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.287109499415,38.8231170949322
"763","AGENCY",616260,2016,2016-07-19,205,"Cx tarsalis","female","BGSENT",4,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.152033233946,38.7724186604827
"764","AGENCY",635783,2016,2016-08-19,12,"Cx tarsalis","female","CO2",51,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.24471607942,38.7507061201762
"765","AGENCY",623302,2016,2016-07-25,181,"Cx pipiens","female","GRVD",100,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.237646348844,38.7340972145266
"766","AGENCY",635894,2016,2016-06-24,12,"Cx tarsalis","female","CO2",89,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.338178340839,38.7947496279352
"767","AGENCY",595036,2016,2016-05-31,254958,"Cx pipiens","female","CO2",15,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.21543952041,38.7457555354659
"768","AGENCY",628540,2016,2016-08-09,124967,"Cx pipiens","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.26493569325,38.8066625127069
"769","AGENCY",648289,2016,2016-09-20,270958,"Cx pipiens","female","CO2",11,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.221388438809,38.8124016179402
"770","AGENCY",648305,2016,2016-09-20,213962,"Cx pipiens","female","CO2",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.218338946215,38.7260551684529
"771","AGENCY",601546,2016,2016-06-18,233042,"Cx pipiens","female","CO2",47,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.263476653882,38.7510133821681
"772","AGENCY",647066,2016,2016-09-17,242960,"Cx tarsalis","female","CO2",43,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.266399615549,38.7649318264622
"773","AGENCY",630207,2016,2016-08-13,202988,"Cx tarsalis","female","CO2",38,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.300731413878,38.800405586571
"774","AGENCY",644225,2016,2016-09-10,211984,"Cx tarsalis","female","CO2",40,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.312963074219,38.7478349698003
"775","AGENCY",617572,2016,2016-07-23,211984,"Cx pipiens","female","GRVD",23,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.167820244304,38.6926260361111
"776","AGENCY",607151,2016,2016-07-03,142959,"Cx pipiens","female","CO2",34,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.137780010671,38.7241045377805
"777","AGENCY",633238,2016,2016-08-16,223954,"Cx pipiens","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.121514702706,38.7324353081887
"778","AGENCY",641576,2016,2016-09-04,232960,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.190395669232,38.7599380254163
"779","AGENCY",646020,2016,2016-09-13,213997,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.303478915626,38.8364045698082
"780","AGENCY",609301,2016,2016-07-09,231971,"Cx pipiens","female","CO2",22,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.158638544243,38.7329391009827
"781","AGENCY",623312,2016,2016-07-29,172,"Cx pipiens","female","GRVD",8,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.205057767887,38.8458744108727
"782","AGENCY",646146,2016,2016-09-13,260968,"Cx pipiens","female","CO2",7,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.281567833281,38.7049870815154
"783","AGENCY",630487,2016,2016-08-13,114956,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.330041358576,38.7400006578018
"784","AGENCY",636557,2016,2016-08-23,260954,"Cx pipiens","female","CO2",31,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.325383238949,38.8370233520777
"785","AGENCY",618849,2016,2016-07-15,40,"Cx pipiens","female","CO2",45,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.278147608116,38.7467155706295
"786","AGENCY",618894,2016,2016-07-22,21,"Cx tarsalis","female","CO2",100,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.269511506341,38.7157795197013
"787","AGENCY",650672,2016,2016-09-23,8,"Cx erythrothorax","female","CO2",82,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.136513798573,38.7995870472719
"788","AGENCY",646946,2016,2016-09-17,103957,"Cx tarsalis","female","CO2",40,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.200830660699,38.7245108387873
"789","AGENCY",617590,2016,2016-07-23,145953,"Cx tarsalis","female","CO2",50,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.066685114753,38.7449189541343
"790","AGENCY",646139,2016,2016-09-13,242977,"Cx pipiens","female","CO2",3,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.303433297934,38.7673865279265
"791","AGENCY",646932,2016,2016-09-17,200957,"Cx tarsalis","female","CO2",14,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.108798241689,38.7775634705554
"792","AGENCY",603378,2016,2016-06-21,135961,"Cx pipiens","female","CO2",2,"WEEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.188940314382,38.7048927322136
"793","AGENCY",648251,2016,2016-09-20,124967,"Cx pipiens","female","GRVD",16,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.204180290436,38.774132975111
"794","AGENCY",603899,2016,2016-06-25,103956,"Cx pipiens","female","BGSENT",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.318206682576,38.8284928087823
"795","AGENCY",653910,2016,2016-10-08,114959,"Cx tarsalis","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.161325444342,38.7368330443014
"796","AGENCY",646805,2016,2016-09-17,145953,"Cx tarsalis","female","CO2",50,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.294308229688,38.853999681824
"797","AGENCY",637880,2016,2016-08-27,222995,"Cx tarsalis","female","GRVD",1,"SLEV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.204753233274,38.7247353624129
"798","AGENCY",641566,2016,2016-09-04,233019,"Cx tarsalis","female","CO2",50,"WNV","Reverse Transcription Polymerase Chain Reaction","Negative",1,-121.251696594154,38.8193177749875
